650	0.018949541	0.812499342
650.5	0.018912285	0.811929021
651	0.018872988	0.811359542
651.5	0.018838274	0.810790903
652	0.018805652	0.810223102
652.5	0.01877703	0.809656138
653	0.01874315	0.809090008
653.5	0.018705419	0.80852471
654	0.018667519	0.807960243
654.5	0.018631983	0.807396605
655	0.018600637	0.806833794
655.5	0.01857031	0.806271808
656	0.01854192	0.805710646
656.5	0.018511644	0.805150305
657	0.018480809	0.804590784
657.5	0.018447473	0.80403208
658	0.018416369	0.803474193
658.5	0.018384622	0.802917119
659	0.018354513	0.802360858
659.5	0.018325719	0.801805408
660	0.018298226	0.801250766
660.5	0.018269028	0.800696932
661	0.018236362	0.800143902
661.5	0.018202055	0.799591677
662	0.018168564	0.799040252
662.5	0.018136984	0.798489628
663	0.018105612	0.797939802
663.5	0.018075524	0.797390772
664	0.018043144	0.796842536
664.5	0.018009354	0.796295094
665	0.017976295	0.795748443
665.5	0.017942889	0.795202581
666	0.017911411	0.794657506
666.5	0.01787896	0.794113218
667	0.017846953	0.793569714
667.5	0.017816969	0.793026992
668	0.017785248	0.792485051
668.5	0.017752529	0.791943889
669	0.017717361	0.791403504
669.5	0.017679242	0.790863895
670	0.017642651	0.79032506
670.5	0.017605905	0.789786997
671	0.017570682	0.789249705
671.5	0.017537727	0.788713181
672	0.017505014	0.788177425
672.5	0.017471837	0.787642435
673	0.01743565	0.787108208
673.5	0.017396585	0.786574744
674	0.017356016	0.78604204
674.5	0.017313739	0.785510095
675	0.017275038	0.784978907
675.5	0.017238215	0.784448475
676	0.017200451	0.783918797
676.5	0.017160146	0.783389871
677	0.017119109	0.782861696
677.5	0.017078263	0.78233427
678	0.017037596	0.781807592
678.5	0.016996033	0.781281659
679	0.016954368	0.780756471
679.5	0.016911611	0.780232026
680	0.016869667	0.779708321
680.5	0.016827808	0.779185357
681	0.016785401	0.77866313
681.5	0.016742238	0.778141639
682	0.016695735	0.777620883
682.5	0.016650809	0.77710086
683	0.016605591	0.776581569
683.5	0.016561725	0.776063008
684	0.016514848	0.775545175
684.5	0.016468903	0.77502807
685	0.016424039	0.774511689
685.5	0.016380413	0.773996033
686	0.01633763	0.773481098
686.5	0.016295813	0.772966885
687	0.016253845	0.77245339
687.5	0.016210545	0.771940614
688	0.016167344	0.771428553
688.5	0.016121417	0.770917207
689	0.01607563	0.770406574
689.5	0.016030197	0.769896653
690	0.015987247	0.769387442
690.5	0.015945134	0.768878939
691	0.015903342	0.768371143
691.5	0.015863414	0.767864054
692	0.015822961	0.767357668
692.5	0.015781274	0.766851984
693	0.015736899	0.766347002
693.5	0.015692864	0.76584272
694	0.015649131	0.765339135
694.5	0.015607821	0.764836247
695	0.015565934	0.764334055
695.5	0.015523669	0.763832556
696	0.015481856	0.76333175
696.5	0.015439423	0.762831634
697	0.015398005	0.762332208
697.5	0.015356976	0.76183347
698	0.015318382	0.761335418
698.5	0.015279549	0.760838051
699	0.01524072	0.760341368
699.5	0.015200692	0.759845368
700	0.01515954	0.759350048
700.5	0.015116069	0.758855407
701	0.015073675	0.758361444
701.5	0.015031859	0.757868158
702	0.01499183	0.757375547
702.5	0.014950996	0.756883609
703	0.014910496	0.756392344
703.5	0.014868804	0.75590175
704	0.014827881	0.755411826
704.5	0.014786406	0.754922569
705	0.014745672	0.754433979
705.5	0.014703248	0.753946055
706	0.014661684	0.753458795
706.5	0.014619929	0.752972197
707	0.014579325	0.75248626
707.5	0.014538386	0.752000984
708	0.014497042	0.751516365
708.5	0.014452087	0.751032404
709	0.014408687	0.750549099
709.5	0.014366834	0.750066448
710	0.014327662	0.749584451
710.5	0.014286671	0.749103105
711	0.014245419	0.748622409
711.5	0.014205147	0.748142363
712	0.014164645	0.747662964
712.5	0.01412363	0.747184211
713	0.014081908	0.746706104
713.5	0.014042569	0.746228641
714	0.014001811	0.74575182
714.5	0.013963299	0.74527564
715	0.013924324	0.744800099
715.5	0.013886585	0.744325198
716	0.013848266	0.743850933
716.5	0.013809642	0.743377305
717	0.013771379	0.742904311
717.5	0.013733604	0.74243195
718	0.013695324	0.741960221
718.5	0.013658077	0.741489123
719	0.01362065	0.741018655
719.5	0.013584209	0.740548814
720	0.013547243	0.740079601
720.5	0.013510423	0.739611013
721	0.013476563	0.73914305
721.5	0.013445332	0.738675709
722	0.013415574	0.738208991
722.5	0.013385667	0.737742893
723	0.013355101	0.737277414
723.5	0.013325021	0.736812553
724	0.013296871	0.736348309
724.5	0.013270322	0.735884681
725	0.013243806	0.735421667
725.5	0.013218512	0.734959266
726	0.013195325	0.734497477
726.5	0.013174843	0.734036299
727	0.013154042	0.733575729
727.5	0.013134615	0.733115768
728	0.013117867	0.732656414
728.5	0.013104004	0.732197666
729	0.013090785	0.731739522
729.5	0.013077549	0.731281982
730	0.013063198	0.730825043
730.5	0.013050998	0.730368706
731	0.013041795	0.729912968
731.5	0.013036568	0.729457829
732	0.013033699	0.729003286
732.5	0.01303154	0.72854934
733	0.013031903	0.728095989
733.5	0.013035337	0.727643232
734	0.013041101	0.727191067
734.5	0.013046755	0.726739493
735	0.013053763	0.72628851
735.5	0.013062034	0.725838115
736	0.013072515	0.725388309
736.5	0.013082726	0.724939089
737	0.013093458	0.724490454
737.5	0.01310291	0.724042404
738	0.013110024	0.723594937
738.5	0.013114787	0.723148052
739	0.013115814	0.722701748
739.5	0.013112938	0.722256024
740	0.013104036	0.721810878
740.5	0.01308959	0.72136631
741	0.013067578	0.720922318
741.5	0.013038131	0.720478901
742	0.013000071	0.720036058
742.5	0.012954354	0.719593788
743	0.012899997	0.719152089
743.5	0.0128381	0.718710962
744	0.012768308	0.718270404
744.5	0.01269161	0.717830414
745	0.012609233	0.717390991
745.5	0.012522919	0.716952135
746	0.012434135	0.716513844
746.5	0.012342048	0.716076117
747	0.012249492	0.715638952
747.5	0.012157305	0.715202349
748	0.012066454	0.714766307
748.5	0.011975042	0.714330825
749	0.011884163	0.713895901
749.5	0.011793861	0.713461534
750	0.011704183	0.713027724
